child,parent
C0919267,C13
C0919267,C19
C1140680,C04
C1140680,C13
C1140680,C19
C2239176,C06
C2239176,C04
C0023827,C04
C0205824,C04
C1370889,C04
C0006142,C04
C0006142,C17
C0027662,C16
C0027662,C04
C0027662,C19
C0678222,C04
C0678222,C17
C0001973,C25
C0001973,F03
C0001418,C04
C0004763,C06
C0004763,C04
C0007134,C04
C0007134,C13
C0007134,C12
C0009319,C06
C0009375,C06
C0009375,C04
C0011581,F03
C0014175,C13
C0014859,C06
C0014859,C04
C0020429,C23
C0020429,C10
C0027627,C23
C0027627,C04
C0038358,C06
C1839736,C23
C1839736,C16
C1839736,C18
C1839736,C17
C1839736,C10
C0015967,C23
C0011884,C11
C0011884,C19
C0011884,C14
C0033578,C04
C0033578,C12
C0021368,C23
C0023890,C23
C0023890,C06
C0007138,C04
C0017658,C13
C0017658,C12
C0034069,C08
C0032460,C04
C0032460,C13
C0032460,C19
C0036341,F03
C0038220,C23
C0038220,C10
C0017668,C13
C0017668,C12
C0600427,C25
C0600427,F03
C0019562,C16
C0019562,C10
C0019562,C14
C0162671,C16
C0162671,C18
C0162671,C05
C0162671,C10
C0162671,C14
C0026640,C04
C0026640,C07
C0041696,F03
C0016059,C23
C0242350,C12
C0242350,F03
C0265965,C16
C0265965,C17
C0265965,C15
C1879321,C04
C0018800,C23
C0018800,C14
C0239981,C15
C2609414,C13
C2609414,C12
C0023904,C06
C0023904,C04
C0024668,C04
C0011853,C18
C0011853,C19
C0023434,C04
C0023434,C20
C0023434,C15
C0024299,C04
C0024299,C20
C0024299,C15
C0035304,C11
C0151779,C04
C0151779,C17
C1512419,C16
C1512419,C04
C1512419,C17
C1833662,C16
C1833662,C18
C1833662,C05
C1833662,C10
C1833662,F03
C0013604,C23
C2931735,C16
C2931735,C17
C4551675,C16
C4551675,C17
C0026998,C04
C0007786,C10
C0007786,C14
C0035126,C23
C0035126,C14
C0270824,C23
C0270824,C10
C0006845,C01
C0006845,C17
C1866070,C16
C1866070,C05
C1866070,C07
C0028754,C23
C0028754,C18
C0268135,C16
C0268135,C04
C0268135,C18
C0268135,C17
C0599973,C16
C1850169,C16
C1850169,C17
C1850169,C05
C4551527,C13
C4551527,C12
C0035335,C04
C0035335,C11
C0220633,C04
C0220633,C11
C1853118,C16
C1853118,C15
C0750384,C16
C0750384,C18
C1833296,C18
C1833296,C10
C1833296,F03
C0029463,C04
C2717906,C17
C2717906,C20
C2717906,C14
C1832388,C16
C1832388,C04
C1832388,C15
C0149925,C04
C0149925,C08
C3151085,C16
C3151085,C20
C2677338,C14
C0024141,C17
C0024141,C20
C1260899,C16
C1260899,C15
C0043346,C16
C0043346,C04
C0043346,C18
C0043346,C17
C1853139,C16
C1853139,C11
C1853139,C10
C0085390,C16
C0085390,C04
C0085390,C18
C1836482,C16
C1836482,C04
C1836482,C18
C0338451,C18
C0338451,C10
C0338451,F03
C1836076,C18
C1836076,C10
C1843832,C16
C1843832,C15
C2676137,C16
C2676137,C15
C0025286,C04
C0025286,C10
C0014544,C10
C0022665,C04
C0022665,C13
C0022665,C12
C0005684,C04
C0005684,C13
C0005684,C12
C0019243,C16
C0019243,C17
C0019243,C20
C0019243,C14
C1852700,C16
C1852700,C20
C0751483,C04
C0751483,C11
C2675860,C16
C2675860,C15
C0265219,C16
C0265219,C10
C0025500,C04
C0279702,C04
C0279702,C13
C0279702,C12
C0340970,C16
C0340970,C15
C0740457,C04
C0740457,C13
C0740457,C12
C3280642,C16
C3280642,C20
C0242379,C04
C0242379,C08
C0005695,C04
C0005695,C13
C0005695,C12
C2931456,C04
C2931456,C12
C0023264,C16
C0023264,C18
C0023264,C10
C0403553,C16
C0403553,C13
C0403553,C11
C0403553,C12
C0403553,C10
C1862892,C17
C1862892,C20
C1862892,C14
C0040034,C15
C3463824,C15
C0345967,C04
C0345967,C08
C1458155,C04
C1458155,C17
C0338462,C18
C0338462,C10
C0338462,F03
C1142166,C16
C1142166,C14
C1859062,C23
C1859062,C16
C1859062,C14
C1261473,C04
C1879286,C23
C1879286,C14
C4551804,C16
C4551804,C14
C1832680,C14
C0017638,C04
C0030297,C06
C0030297,C04
C0030297,C19
C1837915,C15
C1861678,C16
C1861678,C10
C0025149,C04
C0206711,C04
C1306837,C04
C1306837,C13
C1306837,C12
C0038644,C23
C2751898,C23
C2751898,C14
C0024121,C04
C0024121,C08
C0206686,C04
C0206686,C19
C0346647,C06
C0346647,C04
C0346647,C19
C0031511,C04
C0685889,C16
C0685889,C20
C0205770,C04
C0205770,C10
C1837845,C23
C1837845,C14
C0009404,C06
C0009404,C04
C0010276,C04
C0079218,C04
C0206624,C04
C0024623,C06
C0024623,C04
C0007193,C14
C0023976,C23
C0023976,C16
C0023976,C14
C0340493,C23
C0340493,C14
C0006118,C04
C0006118,C10
C0023903,C06
C0023903,C04
C0037286,C04
C0037286,C17
C0235974,C06
C0235974,C04
C0235974,C19
C0546837,C06
C0546837,C04
C2931822,C04
C2931822,C07
C2931822,C09
C0032461,C15
C1859972,C04
C1859972,C19
C0007131,C04
C0007131,C08
C0007114,C04
C0007114,C17
C0007137,C04
C0018923,C04
C0079772,C04
C0079772,C20
C0079772,C15
C0153381,C04
C0153381,C07
C0206698,C04
C0279626,C06
C0279626,C04
C0345904,C06
C0345904,C04
C0345905,C04
C0549473,C04
C0549473,C19
C0555198,C04
C0033860,C17
C0035328,C11
C0035328,C14
C0038356,C06
C0038356,C04
C0205969,C04
C0205969,C15
C3805278,C04
C0205645,C04
C0020541,C06
C0205944,C04
C0205641,C04
C0205945,C04
C0259783,C04
C3714644,C04
C3714644,C15
C4704874,C04
C4704874,C17
C0027708,C16
C0027708,C04
C0027708,C13
C0027708,C12
C0152013,C04
C0239946,C23
C0239946,C06
C0020542,C08
C0004238,C23
C0004238,C14
C0040479,C23
C0040479,C14
C0001618,C04
C0001618,C19
C0002152,C18
C0002152,C19
C0007621,C23
C0007621,C04
C0010606,C04
C0018671,C04
C0019207,C06
C0019207,C04
C0019208,C06
C0019208,C04
C0022116,C23
C0029925,C04
C0029925,C13
C0029925,C19
C0038433,C18
C0038433,C19
C0085136,C04
C0085136,C10
C0086404,C06
C0086404,C04
C0205642,C04
C0205643,C04
C0205644,C04
C0302592,C04
C0302592,C13
C0428791,C18
C0428791,C14
C0431109,C04
C0431109,C10
C0677776,C16
C0677776,C04
C0677776,C13
C0677776,C17
C0677776,C19
C0684249,C04
C0684249,C08
C0876994,C23
C0876994,C25
C0876994,C14
C0876994,C26
C1168401,C04
C1257931,C04
C1257931,C17
C4721610,C04
C4721610,C13
C4721610,C19
C4721806,C04
C0600518,C23
C0600518,C11
C0030421,C04
C1527405,C15
C0393559,C16
C0393559,C10
C0175703,C16
C0175703,C05
C0175703,C15
C1836635,C16
C1836635,C05
C1836635,C14
C3150939,C23
C3150939,C16
C3150939,C05
C3150939,C10
C3150939,F03
C3150939,F01
C1849348,C16
C1849348,C05
C1849348,C07
C2674574,C16
C2674574,C05
C2674574,C14
C0152018,C06
C0152018,C04
C0206634,C04
C1333990,C16
C1333990,C06
C1333990,C04
C1333990,C18
C1860896,C16
C1860896,C06
C1860896,C04
C1860896,C18
C1868512,C16
C1868512,C18
C1868512,C10
C0265202,C23
C0265202,C16
C0265202,C05
C0265202,C10
C0265202,C19
C2931498,C16
C2931498,C10
C0023893,C23
C0023893,C06
C0024796,C16
C0024796,C17
C0024796,C05
C0024796,C14
C0220710,C16
C0220710,C18
C1834674,C16
C1834674,C05
C1834674,C10
C0018609,C16
C0018609,C18
C0018609,C13
C0018609,C12
C0018609,C10
C1850451,C16
C1850451,C18
C1850451,C10
C0410179,C23
C0410179,C16
C0410179,C05
C0410179,C10
C3808991,C16
C3808991,C18
C2677535,C23
C2677535,C17
C2677535,C10
C2677535,C19
C2677535,F03
C2677535,F01
C3279885,C16
C3279885,C10
C2677567,C10
C0265987,C16
C0265987,C04
C0265987,C17
C0268654,C16
C0268654,C18
C0268654,C13
C0268654,C12
C1836602,C16
C1836602,C17
C1836602,C05
C2676782,C16
C2676782,C18
C2676782,C13
C2676782,C05
C2676782,C12
C0393591,C16
C0393591,C20
C0393591,C10
C0432254,C16
C0432254,C18
C0432254,C05
C0432254,C10
C0432254,C07
C0432254,C14
C1843504,C16
C1843504,C10
C1970173,C23
C1970173,C16
C1970173,C18
C1970173,C05
C1970173,C10
C1970173,C14
C0543541,C16
C0543541,C18
C0543541,C13
C0543541,C12
C0004096,C08
C0004096,C20
C0006625,C23
C0011570,F01
C0268281,C16
C0268281,C18
C0268281,C10
C2931673,C16
C2931673,C18
C2931673,C10
C0013421,C23
C0013421,C10
C0276226,C01
C0276226,C10
C1384666,C23
C1384666,C10
C1384666,C09
C0022661,C13
C0022661,C12
C0020456,C18
C0036982,C23
C0740392,C23
C0740392,C10
C0740392,C14
C0014474,C04
C0019385,C01
C0019385,C10
C4551693,C16
C4551693,C18
C4551693,C13
C4551693,C11
C4551693,C12
C4551693,C10
C4551693,C19
C4551693,C09
C0043207,C16
C0043207,C18
C0043207,C13
C0043207,C11
C0043207,C12
C0043207,C10
C0043207,C19
C0043207,C09
C1838612,C16
C1838612,C18
C1838612,C05
C0432246,C23
C0432246,C16
C0432246,C13
C0432246,C05
C0432246,C10
C0432246,C19
C1848534,C16
C1848534,C15
C2931002,C16
C2931002,C18
C2751320,C23
C2751320,C18
C2751320,C11
C2751320,C05
C2751320,C10
C2751320,F03
C2751320,C09
C3280358,C16
C3280358,C18
C3280358,C13
C3280358,C11
C3280358,C12
C3280358,C10
C3280358,C19
C3280358,C09
C0795996,C10
C0005586,F03
C1835813,C16
C1835813,C17
C1835813,C15
C1835813,C14
C1833021,C23
C1833021,C10
C1833021,C09
C0010495,C16
C0010495,C17
C0268351,C16
C0268351,C17
C1850168,C16
C1850168,C17
C1850168,C05
C1864908,C11
C3714534,C16
C3714534,C17
C0796149,C15
C0012236,C16
C0012236,C05
C0012236,C19
C0012236,C15
C0012236,C14
C0030193,C23
C0220704,C16
C0220704,C05
C0220704,C19
C0220704,C15
C0220704,C14
C0005587,F03
C0795907,C16
C0795907,C05
C0795907,C19
C0795907,C15
C0795907,C14
C1263846,F03
C0451641,C13
C0451641,C12
C1838979,C18
C0268350,C16
C0268350,C17
C1842362,C16
C1842362,C18
C1842362,C11
C1842362,C17
C1842362,C15
C1869115,C16
C1869115,C11
C1869115,C17
C1869115,C05
C0265313,C16
C0265313,C11
C0265313,C17
C0265313,C05
C1833219,C16
C1833219,C10
C0024814,C16
C0024814,C10
C0265287,C16
C0265287,C05
C1843366,C16
C1843366,C18
C1843366,C10
C1843366,C15
C3554439,C23
C3554439,C16
C3554439,C05
C3554439,C10
C3554439,C19
C3554439,F03
C3554439,F01
C1861456,C16
C1861456,C17
C1861456,C05
C1855705,C16
C1855705,C06
C1855705,C11
C1855705,C05
C1855705,C10
C0268553,C16
C0268553,C18
C0268553,C10
C0268193,C15
C0013581,C16
C0013581,C11
C3489726,C16
C3489726,C05
C1836906,C16
C1836906,C14
C1970239,C23
C1970239,C10
C1970239,C09
C2678483,C23
C2678483,C16
C2678483,C14
C1858556,C11
C1858556,C17
C1858556,C14
C1855923,C23
C1855923,C16
C1855923,C18
C1855923,C10
C1855923,F03
C1855923,F01
C0268556,C16
C0268556,C18
C0268556,C10
C1321551,C16
C1321551,C17
C1321551,C05
C1321551,C14
C4721845,C16
C4721845,C17
C4721845,C05
C4721845,C14
C0035334,C16
C0035334,C11
C0151744,C14
C3714756,C23
C3714756,C10
C3714756,F03
C3714756,F01
C1869114,C16
C1869114,C11
C1869114,C17
C1869114,C05
C4016054,C16
C4016054,C17
C4016054,C05
C4016054,C14
C4277682,C06
C4277682,C25
C0349788,C16
C0349788,C14
C0878544,C14
C2676721,C15
C2937358,C23
C2937358,C10
C2937358,C14
C0079504,C16
C0079504,C18
C0079504,C11
C0079504,C17
C0079504,C15
C0936256,C16
C0936256,C18
C0936256,C10
C2936921,C16
C2936921,C18
C2936921,C10
C1851945,C16
C1851945,C10
C3888090,C16
C3888090,C10
C0268596,C16
C0268596,C18
C1864002,C23
C1864002,C16
C1864002,C06
C1864002,C18
C1864002,C13
C1864002,C12
C0266006,C23
C0266006,C18
C0266006,C17
C0266006,C10
C0266006,C09
C4282398,C16
C4282398,C18
C4282398,C05
C4282398,C10
C0268226,C16
C0268226,C18
C0268226,C05
C0268226,C10
C2931850,C16
C2931850,C15
C2675512,C16
C2675512,C15
C1855188,C16
C1855188,C11
C1855188,C05
C1859298,C16
C1859298,C10
C0026697,C16
C0026697,C18
C0026697,C05
C0026697,C10
C1857719,C16
C1857719,C15
C0221356,C16
C0221356,C05
C0743332,C10
C0268228,C16
C0268228,C18
C0268228,C05
C0268228,C10
C1621958,C04
C0020550,C19
C1961099,C04
C1961099,C20
C1961099,C15
C0393598,C10
C4316810,C10
C0022595,C16
C0022595,C17
C0265971,C16
C0265971,C17
C2677481,C16
C2677481,C17
C2677481,C20
C0085110,C16
C0085110,C18
C0085110,C20
C2750081,C16
C2750081,C15
C0740302,C23
C0740302,C15
C2749936,C23
C2749936,C16
C2749936,C05
C2749936,C10
C2749936,F03
C2749936,F01
C0002896,C15
C2675511,C16
C2675511,C15
C0853897,C19
C0853897,C14
C0018799,C14
C0027055,C23
C0027055,C14
C0019284,C23
C0410190,C16
C0410190,C05
C0410190,C10
C0024899,C04
C0024899,C17
C0024899,C20
C0080024,C16
C0080024,C18
C0080024,C17
C0238198,C06
C0238198,C04
C4014261,C16
C4014261,C10
C1862871,C17
C2750069,C16
C2750069,C18
C2750069,C17
C1148551,C16
C1148551,C17
C1148551,C15
C0546264,C05
C0546264,C10
C0272066,C16
C0272066,C18
C0221013,C04
C0221013,C20
C1836448,C05
C1836448,C10
C1836765,C16
C1836765,C05
C1836765,C10
C1136033,C04
C1136033,C17
C3179349,C06
C3179349,C04
C1336708,C04
C1336708,C12
C1336708,C19
C0431399,C16
C0431399,C13
C0431399,C11
C0431399,C12
C4551474,C23
C4551474,C16
C4551474,C05
C4551474,C10
C4551474,C19
C0023461,C04
C1846142,C23
C1846142,C16
C1846142,C13
C1846142,C17
C1846142,C05
C1846142,C10
C1846142,F03
C1846142,C15
C1846142,F01
C0022660,C13
C0022660,C12
C1565662,C13
C1565662,C12
C0206157,C05
C0206157,C10
C0005859,C16
C0005859,C18
C0005859,C20
C0030779,C16
C0030779,C15
C1854063,C16
C1854063,C17
C1854063,C14
C1843896,C16
C1843896,C14
C1868594,C23
C1868594,C08
C1868594,C10
C1868594,F01
C0751337,C16
C0751337,C05
C0751337,C10
C0476089,C04
C0476089,C13
C2931048,C16
C2931048,C05
C1861451,C23
C1861451,C16
C1861451,C11
C1861451,C17
C1861451,C10
C1861451,F03
C1861451,C15
C1864826,C16
C1864826,C17
C1843292,C16
C1843292,C17
C2748557,C16
C2748557,C18
C2748557,C20
C0748397,C23
C0748397,C06
C0748397,C17
C1843315,C10
C1862939,C18
C1862939,C10
C4552100,C16
C4552100,C06
C4552100,C04
C4552100,C18
C3279904,C16
C3279904,C18
C0268354,C23
C0268354,C16
C0268354,C11
C0268354,C17
C0268354,C10
C0268354,F03
C0268354,F01
C1832669,C23
C1832669,C16
C1832669,C11
C1832669,C10
C0410207,C05
C0410207,C10
C1842563,C16
C1842563,C10
C1868720,C16
C1868720,C10
C1800706,C08
C0023418,C04
C1852127,C16
C1852127,C17
C2931743,C16
C2931743,C18
C4011726,C05
C4011726,C10
C0008370,C06
C0268312,C23
C0268312,C16
C0268312,C06
C0268312,C18
C0268312,C17
C0015625,C16
C0015625,C18
C0015625,C15
C0020179,C16
C0020179,C10
C0020179,F03
C1832378,C16
C1832378,C11
C1858991,C10
C1844934,C16
C1844934,C05
C1300285,C16
C1300285,C05
C1300285,C10
C1856245,C16
C1856245,C20
C1856245,C15
C1850395,C16
C1850395,C10
C3472711,C16
C3472711,C10
C1847967,C13
C1847967,C10
C1847967,C19
C4277690,C16
C0751208,C16
C0751208,C10
C0751208,F03
C3501846,C23
C3501846,C16
C3501846,C17
C3501846,C05
C3501846,C14
C0016667,C16
C0016667,C10
C2752147,C16
C2752147,C04
C2752147,C18
C2752147,C17
C1839780,C23
C1839780,C16
C1839780,C10
C2936739,C16
C2936739,C20
C2936739,C15
C3887645,C16
C3887645,C20
C3887645,C15
C0795910,C23
C0795910,C16
C0795910,C10
C0795910,C09
C1969086,C16
C1969086,C20
C1969086,C15
C1845095,C23
C1845095,C16
C1845095,C10
C1845095,C09
C0699791,C06
C0699791,C04
C1862178,C16
C1862178,C11
C1862178,C17
C1862178,C05
C1862178,C10
C4721531,C16
C4721531,C20
C4721531,C15
C0010346,C06
C1857977,C16
C1857977,C05
C1857977,C10
C4317154,C16
C4317154,C11
C4317154,C17
C4317154,C05
C4317154,C10
C4552079,C13
C4552079,C19
C1955861,C04
C1955861,C20
C1955861,C15
C1968689,C16
C1968689,C20
C1968689,C15
C0796137,C16
C0796137,C05
C0796137,C10
C0796137,C14
C0268362,C16
C0268362,C17
C0268362,C05
C0729264,C13
C0004352,F03
C0009324,C06
C3489795,C16
C3489795,C20
C3489795,C15
C0035305,C11
C0033687,C23
C0033687,C13
C0033687,C12
C0406810,C16
C0406810,C04
C0406810,C14
C0270968,C16
C0270968,C05
C0270968,C10
C2607929,C16
C2607929,C04
C2607929,C14
C1846431,C16
C1846431,C05
C0043459,C16
C0043459,C06
C0043459,C18
C0043459,C13
C0043459,C12
C0043459,C10
C1864846,C19
C0265286,C23
C0265286,C16
C0265286,C05
C0265286,C10
C0265286,C19
C0265286,F03
C0265286,F01
C0039685,C16
C0039685,C14
C0282527,C16
C0282527,C18
C0282527,C10
C1859569,C16
C1859569,C11
C1859569,C10
C4551981,C16
C4551981,C15
C1832200,C16
C1832200,C18
C0220659,C23
C0220659,C16
C0220659,C05
C0220659,C10
C0220659,F03
C0220659,F01
C3276228,C23
C3276228,C16
C3276228,C05
C3276228,C10
C3276228,F03
C3276228,F01
C1861863,C16
C1861863,C14
C2678476,C14
C3888088,C16
C3888088,C05
C2931787,C04
C2931787,C14
C0282525,C16
C0282525,C18
C1850635,C04
C1850635,C14
C1854540,C16
C1854540,C04
C1854540,C14
C0007194,C14
C0949658,C16
C0949658,C14
C0019202,C16
C0019202,C06
C0019202,C18
C0019202,C10
C0268136,C16
C0268136,C04
C0268136,C18
C0268136,C17
C1510460,C16
C1510460,C05
C0001815,C15
C2678065,C05
C2678065,C10
C2749019,C23
C2749019,C16
C2749019,C10
C2676231,C23
C2676231,C16
C2676231,C05
C2676231,C12
C2676231,C10
C2676231,C19
C2676231,F03
C2676231,F01
C2676285,C23
C2676285,C17
C2676285,C05
C2751831,C05
C2751831,C10
C4551482,C16
C4551482,C17
C4551482,C05
C1846175,C16
C0026987,C23
C0026987,C04
C0026987,C15
C0040028,C15
C1955934,C16
C1955934,C17
C0029294,C16
C0029294,C05
C0027022,C15
C0162635,C16
C0162635,C10
C1857780,C23
C1857780,C13
C1857780,C11
C1857780,C12
C1857780,C10
C1832274,C16
C1832274,C10
C1843013,C10
C1843013,F03
C0152101,C16
C0152101,C14
C0796074,C23
C0796074,C16
C0796074,C11
C0796074,C10
C0796074,F03
C0796074,C09
C0796074,F01
C1833308,C10
C0236642,C10
C0236642,F03
C1266144,C04
C1857821,C11
C1846385,C16
C1846385,C10
C3160720,C14
C2751318,C23
C2751318,C16
C2751318,C18
C2751318,C05
C2751318,C10
C1858338,C16
C1858338,C10
C1842062,C16
C1842062,C05
C1842062,C10
C0339527,C11
C1857779,C16
C1857779,C13
C1857779,C11
C1857779,C12
C1857779,C10
C2675730,C23
C2675730,C16
C2675730,C10
C2675730,C07
C2675730,C09
C1856053,C16
C1856053,C13
C1856053,C12
C1856053,C10
C0796013,C16
C0796013,C05
C0796013,C07
C0302859,C19
C1970161,C23
C1970161,C16
C1970161,C13
C1970161,C05
C1970161,C12
C1970161,C10
C1843015,C23
C1843015,C10
C1843015,F03
C1843015,F01
C0001768,C20
C0001768,C15
C1867234,C04
C2673874,C16
C2673874,C11
C2673874,C10
C0149721,C23
C0149721,C14
C1275278,C04
C1839564,C23
C1839564,C11
C1839564,C10
C1839564,F03
C1839564,C09
C0017636,C04
C0431391,C16
C0431391,C05
C0431391,C10
C0233794,C23
C0233794,C10
C0233794,F01
C0752166,C16
C0752166,C11
C0752166,C10
C1855675,C16
C1855675,C13
C1855675,C11
C1855675,C12
C1855675,C10
C3160738,C16
C3160738,C18
C3160738,C15
C0040015,C16
C0040015,C15
C0340978,C23
C0340978,C15
C1854520,C23
C1854520,C10
C1854520,C09
C1854520,C15
C1836033,C16
C1836033,C17
C1836033,C10
C1861195,C16
C1861195,C15
C0020443,C18
C0020445,C16
C0020445,C18
C0745103,C16
C0745103,C18
C1858391,C16
C1858391,C18
C1858391,C20
C1858391,C10
C1858391,C14
C0282160,C16
C0282160,C17
C3853779,C16
C3853779,C15
C0162809,C16
C0162809,C13
C0162809,C12
C0162809,C19
C1863659,C23
C1863659,C10
C1863659,C09
C1863659,C15
C2678503,C16
C2678503,C11
C0432221,C23
C0432221,C16
C0432221,C05
C0432221,C26
C1866075,C13
C1866075,C12
C1866075,C20
C4012790,C16
C4012790,C18
C4012790,C20
C4012790,C10
C4012790,C14
C1857276,C23
C1857276,C16
C1857276,C13
C1857276,C17
C0015695,C06
C0344559,C16
C0344559,C11
C0265221,C16
C0265221,C11
C0265221,C10
C1853926,C16
C1853926,C05
C1853926,C10
C0278996,C04
C0029401,C05
C0038454,C10
C0038454,C14
C3888104,C13
C3888104,C12
C3888104,C20
C0403445,C23
C0403445,C16
C0403445,C13
C0403445,C17
C0403445,C12
C0403445,C15
C0398641,C23
C0398641,C16
C0398641,C13
C0398641,C17
C0398641,C12
C0398641,C15
C0010964,C16
C0010964,C10
C1839928,C11
C4304021,C16
C0149782,C04
C0149782,C08
C0334588,C04
C0010068,C14
C0020473,C18
C1956346,C14
C0477317,C15
C1842035,C15
C0004135,C16
C0004135,C18
C0004135,C20
C0004135,C10
C0004135,C14
C3179455,C16
C3179455,C18
C3179455,C10
C3179455,C15
C0021171,C16
C0021171,C17
C1838647,C16
C1838647,C11
C1861825,C11
C0220756,C16
C0220756,C18
C0220756,C10
C0220756,C15
C0268247,C16
C0268247,C18
C0268247,C10
C0268247,C15
C0334634,C04
C0334634,C20
C0334634,C15
C1837029,C11
C1846006,C16
C1846006,C17
C1846006,C20
C1868310,C16
C1868310,C11
C0034341,C16
C0034341,C18
C0034341,C10
C0221757,C23
C0221757,C16
C0221757,C06
C0221757,C08
C3150958,C14
C1845073,C01
C1845073,C20
C1845117,C20
C1845919,C16
C1845919,C17
C1845919,C05
C1845919,C20
C1845919,C15
C1970879,C16
C1970879,C01
C1319315,C06
C1319315,C04
C0024115,C08
C1847200,C10
C1847200,F03
C1970197,C23
C1970197,C10
C1970197,F03
C1970197,F01
C0009447,C20
C1846008,C16
C1846008,C17
C1846008,C20
C1846008,C15
C0457133,C16
C0457133,C11
C0457133,C10
C0027651,C04
C2363142,C04
C2363142,C20
C2363142,C15
C0034067,C08
C0497327,C10
C0497327,F03
C0345893,C16
C0345893,C06
C0345893,C04
C0220658,C16
C0220658,C05
C1832940,C16
C1832940,C06
C1832940,C04
C1868081,C16
C1868081,C06
C1868081,C04
C4551898,C06
C2584774,C16
C2584774,C15
C1845146,C23
C1845146,C16
C1845146,C05
C1845146,C10
C1845146,F03
C1845146,C07
C1845146,F01
C0406612,C16
C0406612,C18
C0406612,C11
C0406612,C17
C0406612,C10
C0432283,C16
C0432283,C05
C1563720,C16
C1563720,C13
C1563720,C12
C1563720,C19
C0795998,C16
C0795998,C05
C1970253,C23
C1970253,C16
C1970253,C05
C1970253,C10
C1970253,F01
C0010278,C16
C0010278,C05
C0149630,C14
C3887892,C16
C3887892,C14
C4551899,C06
C2748568,C16
C2748568,C18
C2748568,C20
C0265535,C16
C0265535,C05
C4316812,C16
C4316812,C15
C0272350,C16
C0272350,C15
C0432122,C16
C0432122,C05
C0265218,C23
C0265218,C16
C0265218,C13
C0265218,C17
C0265218,C05
C0265218,C10
C0268318,C06
C0268318,C13
C1864730,C16
C1864730,C06
C1864730,C04
C0342384,C19
C0812437,C16
C0812437,C11
C0812437,C05
C0812437,C07
C1275126,C23
C1275126,C16
C1275126,C17
C3275447,C23
C3275447,C16
C1861366,C16
C1861366,C05
C0796016,C16
C0796016,C11
C0003811,C23
C0003811,C14
C2931244,C16
C2931244,C05
C2749477,C16
C2749477,C11
C2749477,C05
C2749477,C07
C4551854,C16
C4551854,C14
C2931010,C16
C2931010,C18
C0018522,C16
C0018522,C05
C0751882,C16
C0751882,C10
C0751884,C16
C0751884,C10
C0026769,C20
C0026769,C10
C1868672,C13
C1868672,C12
C0033300,C16
C0033300,C18
C2750067,C15
C0406585,C16
C0406585,C17
C0406585,C05
C1843478,C16
C1843478,C05
C3151519,C16
C3151519,C05
C3151519,C10
C0021390,C06
C1720863,C16
C1720863,C18
C1720863,C17
C3469186,C16
C3469186,C18
C0265514,C16
C0265514,C17
C0265514,C05
C2931276,C16
C2931276,C10
C0014084,C05
C3810062,C16
C3810062,C18
C0340543,C08
C3203102,C08
C0392514,C16
C0392514,C18
C0024454,C05
C0023787,C18
C0023787,C17
C0221032,C16
C0221032,C18
C0221032,C17
C1847197,C16
C1847197,C14
C0152171,C08
C0152171,C14
C0018995,C16
C0018995,C18
C0162566,C16
C0162566,C06
C0162566,C18
C0162566,C17
C3809160,C23
C3809160,C16
C3809160,C17
C3809160,C10
C3809160,F03
C3809160,C07
C3809160,F01
C1845408,C16
C0700501,C16
C0700501,C11
C0700501,C10
C2973725,C08
C2973725,C14
C0034065,C08
C0034065,C14
C0040053,C14
C0398623,C15
C0029455,C17
C0029455,C05
C0032463,C04
C0032463,C15
C1847759,C16
C1847759,C05
C1847759,C10
C1846672,C16
C1846672,C05
C1846672,C10
C0856761,C06
C0856761,C14
C1855553,C16
C1855553,C18
C1855553,C10
C2675861,C16
C2675861,C18
C2675861,C17
C0019154,C06
C0019154,C14
C0751651,C18
C0023473,C04
C0023473,C15
C0376545,C04
C0376545,C15
C0836924,C15
C0686353,C16
C0686353,C05
C0686353,C10
C0028326,C16
C0028326,C17
C0028326,C05
C0028326,C14
C0175704,C16
C0175704,C17
C0175704,C05
C0175704,C14
C0349639,C04
C0349639,C15
C2750737,C23
C2750737,C06
C2750737,C18
C1832525,C16
C1832525,C05
C1832525,C08
C1832525,C10
C1832525,C14
C4551602,C16
C4551602,C17
C4551602,C05
C4551602,C14
C1847667,C14
C0011989,C16
C0011989,C05
C0339278,C16
C0339278,C11
C1275685,C16
C1275685,C11
C1690006,C16
C1690006,C11
C0221406,C10
C0221406,C19
C1841984,C04
C1850106,C16
C1850106,C11
C1850106,C05
C1850106,C10
C1850106,C07
C0410530,C16
C0410530,C04
C0410530,C05
C1562894,C16
C1562894,C11
C1641846,C16
C1641846,C11
C1837974,C16
C1837974,C11
C0521723,C11
C0521723,C10
C0521723,C14
C2750471,C16
C2750471,C06
C2750471,C04
C2750471,C18
C4551484,C16
C4551484,C17
C4551484,C05
C4551484,C14
C0010674,C16
C0010674,C06
C0010674,C08
C0039101,C04
C1266119,C04
C0029456,C18
C0029456,C05
C0521607,C23
C0521607,C06
C1275081,C23
C1275081,C16
C1275081,C17
C1275081,C14
C0587248,C16
C0587248,C05
C1868684,C23
C1868684,C16
C1868684,C05
C1868684,C07
C1868684,C09
C0007222,C14
C0041409,C16
C0041409,C17
C0041409,C05
C0041409,C14
C1527404,C16
C1527404,C17
C1527404,C05
C1527404,C14
C0011882,C10
C0011882,C19
C0029408,C05
C1328840,C16
C1328840,C20
C1328840,C15
C0085132,C16
C0085132,C18
C0085132,C17
C0027831,C16
C0027831,C04
C0027831,C10
C0162678,C16
