node	type
C2607929	disease
C1846431	disease
C1864846	disease
C0265286	disease
C1859569	disease
C4551981	disease
C0220659	disease
C3276228	disease
C1861863	disease
C2678476	disease
C3888088	disease
C2931787	disease
C1850635	disease
C1854540	disease
C0007194	disease
C0949658	disease
C0019202	disease
C0268136	disease
C1510460	disease
C0001815	disease
C2678065	disease
C2749019	disease
C2676231	disease
C2676285	disease
C2751831	disease
C1846175	disease
C0026987	disease
C0040028	disease
C1955934	disease
C0029294	disease
C0043459	disease
C4277690	disease
C1832200	disease
C0027022	disease
C0162635	disease
C1857780	disease
C1832274	disease
C1843013	disease
C0796074	disease
C1833308	disease
C0236642	disease
C1266144	disease
C1857821	disease
C1846385	disease
C3160720	disease
C2751318	disease
C1858338	disease
C1842062	disease
C0339527	disease
C1857779	disease
C2675730	disease
C1856053	disease
C0796013	disease
C0302859	disease
C1970161	disease
C1843015	disease
C1867234	disease
C2673874	disease
C0403553	disease
C0149721	disease
C1275278	disease
C1839564	disease
C0017636	disease
C0431391	disease
C0233794	disease
C0752166	disease
C1855675	disease
C0431380	disease
C3160738	disease
C0040015	disease
C0340978	disease
C1854520	disease
C1836033	disease
C1861195	disease
C0020443	disease
C0020445	disease
C0745103	disease
C1858391	disease
C0282160	disease
C3853779	disease
C1622345	disease
C1863659	disease
C0015625	disease
C2678503	disease
C0432221	disease
C1866075	disease
C4012790	disease
C1857276	disease
C0015695	disease
C0344559	disease
C1853926	disease
C0278996	disease
C0029401	disease
C0038454	disease
C3888104	disease
C0403445	disease
C0398641	disease
C0010964	disease
C1839928	disease
C4304021	disease
C0149782	disease
C0334588	disease
C0010068	disease
C0020473	disease
C1956346	disease
C0477317	disease
C1842035	disease
C0018784	disease
C0266548	disease
C0004135	disease
C3179455	disease
C0021171	disease
C1838647	disease
C1861825	disease
C0220756	disease
C0268247	disease
C0334634	disease
C1837029	disease
C1846006	disease
C1868310	disease
C0034341	disease
C0221757	disease
C3150958	disease
C1845073	disease
C1845117	disease
C1845919	disease
C1970879	disease
C1319315	disease
C0024115	disease
C1847200	disease
C1970197	disease
C0009447	disease
C1846008	disease
C0027651	disease
C2363142	disease
C0034067	disease
C0006267	disease
C0004134	disease
C0345893	disease
C0220658	disease
C1832940	disease
C1868081	disease
C4551898	disease
C2584774	disease
C1845146	disease
C0406612	disease
C0432283	disease
C1563720	disease
C0795998	disease
C1970253	disease
C0149630	disease
C3887892	disease
C4551899	disease
C2748568	disease
C0265535	disease
C4316812	disease
C0272350	disease
C0432122	disease
C0265218	disease
C0162809	disease
C0268318	disease
C4551482	disease
C1864730	disease
C0342384	disease
C0268312	disease
C0008372	disease
C0004114	disease
C0008925	disease
C0812437	disease
C1275126	disease
C3275447	disease
C1861366	disease
C0796016	disease
C0003811	disease
C0152101	disease
C2931244	disease
C2749477	disease
C4551854	disease
C2931010	disease
C0018522	disease
C0751882	disease
C0751884	disease
C1868672	disease
C0751778	disease
C0265221	disease
C2750067	disease
C0457133	disease
C0001768	disease
C1843478	disease
C3151519	disease
C0282525	disease
C1720863	disease
C3469186	disease
C0265514	disease
C2931276	disease
C0014084	disease
C3810062	disease
C0392514	disease
C0024454	disease
C0023787	disease
C0221032	disease
C1847197	disease
C0699791	disease
C0018995	disease
C0162566	disease
C3809160	disease
C1845408	disease
C0700501	disease
C0034065	disease
C0040053	disease
C0398623	disease
C0029455	disease
C1847759	disease
C1846672	disease
C3203102	disease
C0856761	disease
C1855553	disease
C0340543	disease
C2675861	disease
C0019154	disease
C0751651	disease
C2973725	disease
C0023473	disease
C0376545	disease
C0836924	disease
C0042487	disease
C4551637	disease
C0028326	disease
C0175704	disease
C0349639	disease
C2750737	disease
C1832525	disease
C4551602	disease
C1847667	disease
C0011989	disease
C0339278	disease
C1275685	disease
C1690006	disease
C0221406	disease
C1841984	disease
C1850106	disease
C0410530	disease
C1562894	disease
C1641846	disease
C1837974	disease
C0521723	disease
C2750471	disease
C4551484	disease
C0010674	disease
C4552100	disease
C0039101	disease
C1266119	disease
C0029456	disease
C0521607	disease
C1275081	disease
C0587248	disease
C1868684	disease
C0041409	disease
C1527404	disease
C0011882	disease
C0019284	disease
C0029408	disease
C1328840	disease
C0085132	disease
C0027831	disease
C0162678	disease
C0272302	disease
C1861735	disease
C1865596	disease
C2931482	disease
C0553586	disease
C1834235	disease
C2678046	disease
C3279964	disease
C2717750	disease
C1838951	disease
C0027830	disease
C0334583	disease
C0342288	disease
C1838577	disease
C2931461	disease
C0553580	disease
C0265293	disease
C0022568	disease
C0032285	disease
C0242383	disease
C2733158	disease
C0011854	disease
C0398691	disease
C1959626	disease
C1845546	disease
C2677903	disease
C0342731	disease
C1867981	disease
C2750791	disease
C1704429	disease
C0949506	disease
C0025958	disease
C0037769	disease
C0033300	disease
C1449563	disease
C2750785	disease
C1854154	disease
C0410190	disease
C0432291	disease
C1720860	disease
C0796031	disease
C1858172	disease
C0406585	disease
C0410189	disease
C1857829	disease
C2750035	disease
C2678312	disease
C2752041	disease
C0271694	disease
C0175702	disease
C0265205	disease
C1450051	disease
C1720859	disease
C1848862	disease
C0004245	disease
C1832370	disease
C2673377	disease
C1854467	disease
C1858154	disease
C0020725	disease
C1854896	disease
C2751987	disease
C0410204	disease
C2677109	disease
C0033788	disease
C1867005	disease
C3489627	disease
C3645536	disease
C0263428	disease
C1834558	disease
C0376618	disease
C0149931	disease
C0022716	disease
C0043119	disease
C1846564	disease
C1845359	disease
C0268353	disease
C2931746	disease
C0268624	disease
C3550234	disease
C3550273	disease
C1858266	disease
C3502492	disease
C3711370	disease
C0741160	disease
C0282527	disease
C2752042	disease
C1704423	disease
C1865285	disease
C0152200	disease
C2750074	disease
C1843042	disease
C2749659	disease
C0796279	disease
C0022603	disease
C0265552	disease
C0006826	disease
C1865871	disease
C2751313	disease
C0265338	disease
C0039685	disease
C1514428	disease
C0409818	disease
C4551895	disease
C0002312	disease
C0002895	disease
C0005283	disease
C1306589	disease
C0268390	disease
C0343068	disease
C3266731	disease
C2751536	disease
C0002875	disease
C1858990	disease
C1853286	disease
C0338656	disease
C2931672	disease
C0700299	disease
C3161174	disease
C0019025	disease
C0002876	disease
C0036572	disease
C0085220	disease
C0750901	disease
C0020305	disease
C0019045	disease
C0024530	disease
C0472767	disease
C2316212	disease
C0271901	disease
C1838702	disease
C1969081	disease
C2677589	disease
C0752347	disease
C0238286	disease
C1855722	disease
C1834690	disease
C1846331	disease
C0030567	disease
C1854182	disease
C1835895	disease
C1832600	disease
C1833118	disease
C0001973	disease
C0334121	disease
C0027720	disease
C1861556	disease
C1852438	disease
C1850343	disease
C0005129	disease
C0015530	disease
C1280798	disease
C0206655	disease
C1864652	disease
C0265245	disease
C0687150	disease
C1704981	disease
C1837728	disease
C2750514	disease
C0878683	disease
C1853116	disease
C1859353	disease
C0262587	disease
C1840402	disease
C1854058	disease
C1866777	disease
C2751807	disease
C4551961	disease
C4551592	disease
C0019829	disease
C0242343	disease
C0007758	disease
C0021390	disease
C1970187	disease
C0017923	disease
C0023374	disease
C2931072	disease
C0017924	disease
C1970431	disease
C1860991	disease
C0432317	disease
C1849722	disease
C0268117	disease
C0265329	disease
C2677349	disease
C1832167	disease
C1836010	disease
C1720957	disease
C1855008	disease
C0040136	disease
C2674723	disease
C4552097	disease
C2750451	disease
C1721005	disease
C0015696	disease
C0522624	disease
C0341703	disease
C0008370	disease
C0740394	disease
C1708353	disease
C0016781	disease
C3489532	disease
C0796028	disease
C0399376	disease
C1839566	disease
C1844677	disease
C1970827	disease
C1858051	disease
C0002452	disease
C1858301	disease
C0043202	disease
C3151446	disease
C1849700	disease
C0270972	disease
C1864840	disease
C1833236	disease
C1849813	disease
C1835042	disease
C0023452	disease
C1838547	disease
C1969653	disease
C0749424	disease
C4015214	disease
C1864668	disease
C1854311	disease
C1858424	disease
C0677607	disease
C0019069	disease
C1859722	disease
C0003499	disease
C0162568	disease
C1833213	disease
C1853578	disease
C0016952	disease
C0268151	disease
C0751161	disease
C1851316	disease
C1847835	disease
C0085261	disease
C1850718	disease
C0001733	disease
C0032708	disease
C0242488	disease
C0003886	disease
C1833104	disease
C0398738	disease
C4551479	disease
C1853147	disease
C0002874	disease
C0342276	disease
C0036391	disease
C1857100	disease
C0398777	disease
C1279481	disease
C3463916	disease
C1853392	disease
C0268743	disease
C2931788	disease
C0004943	disease
C0038325	disease
C0027404	disease
C0036202	disease
C0699885	disease
C1837028	disease
C0011615	disease
C0011849	disease
C0342283	disease
C1852092	disease
C3150617	disease
C0342800	disease
C0730295	disease
C0008312	disease
C0017662	disease
C0243026	disease
C0205734	disease
C0035455	disease
C2931658	disease
C0752308	disease
C0751362	disease
C2700553	disease
C0268742	disease
C1720821	disease
C0014518	disease
C0019693	disease
C0038013	disease
C0039263	disease
C0030354	disease
C1866040	disease
C0001925	disease
C0158981	disease
C0342302	disease
C1855520	disease
C3837958	disease
C4554117	disease
C3280114	disease
C0035412	disease
C0549463	disease
C0031069	disease
C0796081	disease
C0268621	disease
C1832942	disease
C2677092	disease
C1832812	disease
C1851347	disease
C0024419	disease
C0079744	disease
C0024314	disease
C0152171	disease
C1857768	disease
C4048705	disease
C0205710	disease
C0268125	disease
C0020074	disease
C3714976	disease
C0878684	disease
C1970180	disease
C1843851	disease
C1833921	disease
C2677608	disease
C1866552	disease
C1859727	disease
C1865343	disease
C2750078	disease
C1834846	disease
C1970207	disease
C0032914	disease
C1843256	disease
C0524620	disease
C4551985	disease
C0021655	disease
C2751319	disease
C0011875	disease
C0020075	disease
C0525045	disease
C1850303	disease
C0034063	disease
C0699739	disease
C0007222	disease
C0162674	disease
C1835828	disease
C0018553	disease
C0391826	disease
C0265252	disease
C1854416	disease
C1969057	disease
C1959582	disease
C1861303	disease
C1847319	disease
C1866398	disease
C1720956	disease
C0796225	disease
C1861848	disease
C0265326	disease
C1969056	disease
C1848599	disease
C0007103	disease
C0014170	disease
C0585362	disease
C1961102	disease
C0238111	disease
C0007097	disease
C0221355	disease
C0020500	disease
C0007112	disease
C1257877	disease
C0041341	disease
C1264040	disease
C0472817	disease
C1837873	disease
C0521802	disease
C1853120	disease
C1846707	disease
C0268487	disease
C0376524	disease
C0751674	disease
C1860707	disease
C1264039	disease
C1264041	disease
C0265342	disease
C0342646	disease
C2931299	disease
C3151071	disease
C0085084	disease
C1855548	disease
C0035579	disease
C1854465	disease
C4551951	disease
C4551499	disease
C3151078	disease
C1862941	disease
C0520459	disease
C0018790	disease
C0162557	disease
C0042133	disease
C0600327	disease
C0035078	disease
C0033141	disease
C0156147	disease
C0268347	disease
C0007787	disease
C0017665	disease
C1969651	disease
C0036529	disease
C0600228	disease
C0600467	disease
C0002170	disease
C1282968	disease
C1282971	disease
C1282974	disease
C1282975	disease
C1846545	disease
C0242647	disease
C1858361	disease
C1858968	disease
C3469606	disease
C4721532	disease
C0038525	disease
C1857798	disease
C0023479	disease
C0010417	disease
C0036421	disease
C0018099	disease
C0039585	disease
C0221026	disease
C2751492	disease
C1720861	disease
C1863727	disease
C0268301	disease
C1841972	disease
C1837475	disease
C0007286	disease
C2931488	disease
C1839259	disease
C0472813	disease
C0751781	disease
C0206245	disease
C2750824	disease
C1868139	disease
C0008924	disease
C0936016	disease
C2678098	disease
C0162871	disease
C0740340	disease
C4083212	disease
C0010054	disease
C0029453	disease
C0005944	disease
C0026766	disease
C1527311	disease
C2751322	disease
C2936380	disease
C1836302	disease
C0002726	disease
C1268935	disease
C1842109	disease
C0034155	disease
C1956258	disease
C000657245	disease
